cnpj,razao_social,nome_fantasia,uf,municipio,cep,data_abertura,situacao
22840382000102,,,,,,,
24084490000110,,,,,,,
05616568000155,,,,,,,
61575098000108,,,,,,,
24188337000213,,,,,,,
16841780000213,,,,,,,
20429680000170,,,,,,,
10407743000134,,,,,,,
20438538000190,,,,,,,
08610754000175,,,,,,,
08610754000256,,,,,,,
24442660000190,,,,,,,
13290715000178,,,,,,,
07961379000145,,,,,,,
14157565000191,,,,,,,
19923146000137,,,,,,,
09116541000154,,,,,,,
00763713600,,,,,,,
07141852000148,,,,,,,
21666185000148,,,,,,,
20040107000170,,,,,,,
15682866000105,,,,,,,
13369817000183,,,,,,,
25331455000110,,,,,,,
03690812000102,,,,,,,
66198433000101,,,,,,,
05907822001901,,,,,,,
18806331000189,,,,,,,
24659912000219,,,,,,,
24659912000308,,,,,,,
11281129000131,,,,,,,
45543915027543,,,,,,,
01539829000120,,,,,,,
41935610000164,,,,,,,
05418619002501,,,,,,,
23778434000465,,,,,,,
17251595000150,,,,,,,
86423753000125,,,,,,,
25060649000129,,,,,,,
07990189000156,,,,,,,
10173887000254,,,,,,,
15355329000142,,,,,,,
10515414000107,,,,,,,
01455164000176,,,,,,,
23064686000180,,,,,,,
12082615000193,,,,,,,
21549407000142,,,,,,,
21575972000184,,,,,,,
02298613000182,,,,,,,
19751553000104,,,,,,,
04437401000164,,,,,,,
05200773000135,,,,,,,
03845434000342,,,,,,,
14141582000130,,,,,,,
22169455000178,,,,,,,
08638750000103,,,,,,,
10369483000150,,,,,,,
14714221000136,,,,,,,
66343930000156,,,,,,,
16580169000106,,,,,,,
09719902000157,,,,,,,
10196891000157,,,,,,,
12941507000129,,,,,,,
17363647000180,,,,,,,
08111871000780,,,,,,,
17269218000149,,,,,,,
16709792000108,,,,,,,
07273928000199,,,,,,,
00260179000116,,,,,,,
16606048000188,,,,,,,
23624340000199,,,,,,,
41926940000193,,,,,,,
13777814000189,,,,,,,
22975396000125,,,,,,,
06997120000191,,,,,,,
23768448000155,,,,,,,
17717179000103,,,,,,,
09050283000150,,,,,,,
19350180000240,,,,,,,
60829264001660,,,,,,,
07643557756,,,,,,,
43923674791,,,,,,,
03575279764,,,,,,,
07708037760,,,,,,,
17017994000151,,,,,,,
00031299776,,,,,,,
12402748000108,,,,,,,
07617818700,,,,,,,
29520756000143,,,,,,,
05666393000190,,,,,,,
03553628000102,,,,,,,
06154040000174,,,,,,,
36754000000124,,,,,,,
23433311000140,,,,,,,
11333172000101,,,,,,,
10464418000103,,,,,,,
00306597003465,,,,,,,
03001934000136,,,,,,,
41369505000105,,,,,,,
10558639000140,,,,,,,
23718735000150,,,,,,,
13491500000115,,,,,,,
05281738000198,,,,,,,
17852600000180,,,,,,,
06156160000100,,,,,,,
28464289000119,,,,,,,
17542771000103,,,,,,,
18020595000102,,,,,,,
15139912000116,,,,,,,
03140367000280,,,,,,,
10501779000263,,,,,,,
06911368000198,,,,,,,
12584720000120,,,,,,,
02297250000160,,,,,,,
17094610000102,,,,,,,
11060293000119,,,,,,,
01503536000192,,,,,,,
26962408000138,,,,,,,
10397176000182,,,,,,,
09042642000128,,,,,,,
81908345000140,,,,,,,
23250638000186,,,,,,,
16151359000108,,,,,,,
17045494000123,,,,,,,
18553108000177,,,,,,,
01652106000132,,,,,,,
07191512000121,,,,,,,
02919415000199,,,,,,,
00217046000167,,,,,,,
00462248000174,,,,,,,
08342298000120,,,,,,,
00304243000113,,,,,,,
09025305000122,,,,,,,
08656142000113,,,,,,,
05297513000120,,,,,,,
10968531000126,,,,,,,
24388803000123,,,,,,,
10887086000170,,,,,,,
25188215000109,,,,,,,
05421827000192,,,,,,,
11757668000102,,,,,,,
02744088000181,,,,,,,
10534598000152,,,,,,,
02075784000142,,,,,,,
24267148000155,,,,,,,
14063105000102,,,,,,,
04398547000148,,,,,,,
06933045000103,,,,,,,
48076228000949,,,,,,,
06813164000114,,,,,,,
03617226809,,,,,,,
10785686000127,,,,,,,
17264212000189,,,,,,,
01875881000157,,,,,,,
26529381000194,,,,,,,
03476115000145,,,,,,,
21946794000150,,,,,,,
00530352000159,,,,,,,
34028316316259,,,,,,,
07313854000177,,,,,,,
05327904000140,,,,,,,
55930267000170,,,,,,,
11785592000110,,,,,,,
26660061000179,,,,,,,
03960014000145,,,,,,,
19897910506,,,,,,,
01930515000153,,,,,,,
10344545000179,,,,,,,
23003094000158,,,,,,,
11364047000150,,,,,,,
11154282000106,,,,,,,
09364966000182,,,,,,,
15310172000139,,,,,,,
09568126000131,,,,,,,
13353495000346,,,,,,,
04819737000191,,,,,,,
05217384001194,,,,,,,
02584924001422,,,,,,,
07687928001107,,,,,,,
08881090000189,,,,,,,
01037501000105,,,,,,,
32193718687,,,,,,,
02162964000161,,,,,,,
00306597006642,,,,,,,
00306597009153,,,,,,,
10941636000191,,,,,,,
37982584000158,,,,,,,
33476201000119,,,,,,,
18453056000167,,,,,,,
15434320000127,,,,,,,
01555559000140,,,,,,,
12800514000100,,,,,,,
01688354000133,,,,,,,
24524905000129,,,,,,,
10475645000134,,,,,,,
00617795000181,,,,,,,
10622621000160,,,,,,,
01645927000141,,,,,,,
12979109000100,,,,,,,
24566967000101,,,,,,,
05857549000110,,,,,,,
09218847000111,,,,,,,
10471264000187,,,,,,,
22215239000111,,,,,,,
04515963000189,,,,,,,
66329269000205,,,,,,,
01148079653,,,,,,,
01258041000145,,,,,,,
09586635000197,,,,,,,
03034662000170,,,,,,,
15566393000172,,,,,,,
08379362000147,,,,,,,
01391757000116,,,,,,,
59105999000186,,,,,,,
24426546000177,,,,,,,
08916536000163,,,,,,,
04382905000205,,,,,,,
25256074000114,,,,,,,
21235828000107,,,,,,,
18052684000130,,,,,,,
12518217000177,,,,,,,
07355400000169,,,,,,,
20554986000159,,,,,,,
02666850000159,,,,,,,
19803782000125,,,,,,,
01296737000247,,,,,,,
05511768000143,,,,,,,
27050544000114,,,,,,,
11148396000135,,,,,,,
04399527000191,,,,,,,
18976811000198,,,,,,,
11512764000182,,,,,,,
26999441000132,,,,,,,
03511883000192,,,,,,,
02874602000101,,,,,,,
04732393000189,,,,,,,
03857669000273,,,,,,,
24427247000157,,,,,,,
20386694000154,,,,,,,
64326507000112,,,,,,,
03086069000330,,,,,,,
42921999000151,,,,,,,
23154446000176,,,,,,,
16933970000180,,,,,,,
04300385000163,,,,,,,
17191347000161,,,,,,,
17418377000168,,,,,,,
17418377000249,,,,,,,
18194525000170,,,,,,,
22365258000205,,,,,,,
06284318000128,,,,,,,
66416876000121,,,,,,,
04038996000185,,,,,,,
19773845000148,,,,,,,
19791177000181,,,,,,,
17611876000177,,,,,,,
01617259000149,,,,,,,
08884871000127,,,,,,,
68510023000180,,,,,,,
18868315000110,,,,,,,
25098709000100,,,,,,,
07012185000101,,,,,,,
19850303000121,,,,,,,
01413083000103,,,,,,,
17453549000134,,,,,,,
25191800000168,,,,,,,
10765796000127,,,,,,,
19230592000166,,,,,,,
09296295001301,,,,,,,
34028316337841,,,,,,,
11044113000105,,,,,,,
41938325000105,,,,,,,
23985708000144,,,,,,,
86625712000111,,,,,,,
13378605000162,,,,,,,
08537793000194,,,,,,,
05331220000111,,,,,,,
13416403000168,,,,,,,
24467104000179,,,,,,,
16957408000196,,,,,,,
07453035000125,,,,,,,
16538307000180,,,,,,,
10319375001063,,,,,,,
64465735000173,,,,,,,
17261661004918,,,,,,,
11053869000110,,,,,,,
08755441000105,,,,,,,
03808692000197,,,,,,,
25021728000120,,,,,,,
05698368000199,,,,,,,
07512867000175,,,,,,,
08631705000119,,,,,,,
09685701000186,,,,,,,
25176884000160,,,,,,,
05550622000107,,,,,,,
19987111000161,,,,,,,
01342038000105,,,,,,,
24775102000147,,,,,,,
01200345000151,,,,,,,
62657168001446,,,,,,,
17321647000380,,,,,,,
07529973000161,,,,,,,
26086695000160,,,,,,,
06325665000313,,,,,,,
06231383000195,,,,,,,
00560644000134,,,,,,,
19450508000110,,,,,,,
18564448000101,,,,,,,
02758965000173,,,,,,,
00000000000000,,,,,,,
42769059000199,,,,,,,
52214168672,,,,,,,
42168518000189,,,,,,,
68554146000112,,,,,,,
24314878000160,,,,,,,
12308662000102,,,,,,,
28882025000185,,,,,,,
28875086000204,,,,,,,
17643074000149,,,,,,,
33816190000179,,,,,,,
23609954000100,,,,,,,
25683919000158,,,,,,,
04072467000106,,,,,,,
30910855000110,,,,,,,
10335285000175,,,,,,,
05078858000192,,,,,,,
06333164000117,,,,,,,
10822710000150,,,,,,,
20821193000159,,,,,,,
04151097000194,,,,,,,
77765840000331,,,,,,,
05020652000101,,,,,,,
07918895000197,,,,,,,
43283811005038,,,,,,,
84882166000179,,,,,,,
08561701000101,,,,,,,
06234550000151,,,,,,,
14635044000100,,,,,,,
10717844000101,,,,,,,
03373023000130,,,,,,,
95398095000150,,,,,,,
01289870000195,,,,,,,
80795586000167,,,,,,,
05364510000161,,,,,,,
05122335000104,,,,,,,
14141383000122,,,,,,,
19757734000148,,,,,,,
18685770000180,,,,,,,
01730893000193,,,,,,,
72313042000193,,,,,,,
21495702000163,,,,,,,
18880711000163,,,,,,,
80249436000158,,,,,,,
02096539000111,,,,,,,
01021491000110,,,,,,,
03935416000190,,,,,,,
08829552000119,,,,,,,
08715323000254,,,,,,,
08394064000126,,,,,,,
00164854000103,,,,,,,
01422834000158,,,,,,,
15358516000180,,,,,,,
09160226001953,,,,,,,
75635854000224,,,,,,,
07790273000126,,,,,,,
03595059000168,,,,,,,
75635854000143,,,,,,,
06302712000141,,,,,,,
14942554000112,,,,,,,
03626094001330,,,,,,,
78793189000295,,,,,,,
04355599000137,,,,,,,
04195621000129,,,,,,,
03370409000198,,,,,,,
03370740000108,,,,,,,
03517207000126,,,,,,,
02375643000145,,,,,,,
76766351000170,,,,,,,
13128763000164,,,,,,,
75578682000113,,,,,,,
75522359000128,,,,,,,
81127540000132,,,,,,,
05957943000120,,,,,,,
02825414000185,,,,,,,
03626094000601,,,,,,,
15076983000117,,,,,,,
15529413000135,,,,,,,
81697294000154,,,,,,,
84962430000184,,,,,,,
16949585000392,,,,,,,
78793957000120,,,,,,,
10377412000107,,,,,,,
15759712000166,,,,,,,
08033253000173,,,,,,,
09160226001872,,,,,,,
79443248000187,,,,,,,
79127569000172,,,,,,,
10762584000196,,,,,,,
19762165000129,,,,,,,
04618130000143,,,,,,,
07582908000108,,,,,,,
27791126000188,,,,,,,
23111656000187,,,,,,,
80192081000108,,,,,,,
79319851000151,,,,,,,
14850715000148,,,,,,,
11138501000155,,,,,,,
07558334000124,,,,,,,
04528290000100,,,,,,,
21484483000117,,,,,,,
76966134000123,,,,,,,
05762803000105,,,,,,,
77139152000102,,,,,,,
76531052000156,,,,,,,
76263730000147,,,,,,,
09254787000192,,,,,,,
03865478000172,,,,,,,
26286186000180,,,,,,,
24309096000132,,,,,,,
26831030000133,,,,,,,
11381765000135,,,,,,,
78145455000192,,,,,,,
72376718000198,,,,,,,
15557026000102,,,,,,,
03814542000196,,,,,,,
16604093000101,,,,,,,
01233159000119,,,,,,,
95404034000158,,,,,,,
05971417000115,,,,,,,
09650306000168,,,,,,,
05801703000132,,,,,,,
07189732000110,,,,,,,
86974151000166,,,,,,,
10498149000104,,,,,,,
01675183000108,,,,,,,
02390521000128,,,,,,,
02754733000147,,,,,,,
02386526000187,,,,,,,
02899101000171,,,,,,,
09162171000191,,,,,,,
00903965000194,,,,,,,
82044330000143,,,,,,,
80577224000108,,,,,,,
74192808000154,,,,,,,
10944667000104,,,,,,,
87904231000108,,,,,,,
03103299000106,,,,,,,
07729207000140,,,,,,,
76714542000198,,,,,,,
04525537000126,,,,,,,
77472371000109,,,,,,,
30778823000103,,,,,,,
35996800000199,,,,,,,
36047009000103,,,,,,,
27311512000125,,,,,,,
27419142000144,,,,,,,
06205525000140,,,,,,,
01373979000106,,,,,,,
72633753000145,,,,,,,
13334891291,,,,,,,
14294326000183,,,,,,,
03682737000120,,,,,,,
20596985000177,,,,,,,
81180870263,,,,,,,
05938540000134,,,,,,,
07249025000172,,,,,,,
20822830000101,,,,,,,
03492648000200,,,,,,,
07466381000148,,,,,,,
34705087000203,,,,,,,
13567147000452,,,,,,,
19501599000175,,,,,,,
28869952000165,,,,,,,
02787053000120,,,,,,,
20121724000109,,,,,,,
07914597000129,,,,,,,
07941947000146,,,,,,,
24653153000104,,,,,,,
09466162000194,,,,,,,
28586326000161,,,,,,,
04488719000174,,,,,,,
05993519000131,,,,,,,
04869741000164,,,,,,,
02309879000264,,,,,,,
08133200000124,,,,,,,
04765260000109,,,,,,,
20078336000508,,,,,,,
27149555000156,,,,,,,
01450817000124,,,,,,,
14531601000135,,,,,,,
14008058000196,,,,,,,
01700682000108,,,,,,,
20534134000108,,,,,,,
03379076000320,,,,,,,
14077494000117,,,,,,,
01500452000103,,,,,,,
14329288000157,,,,,,,
43546382668,,,,,,,
64282916000164,,,,,,,
07038624000147,,,,,,,
18953356000105,,,,,,,
16454559000121,,,,,,,
15645109000153,,,,,,,
19447926000158,,,,,,,
07006462649,,,,,,,
66227950000161,,,,,,,
22058184000183,,,,,,,
17967288000170,,,,,,,
01182238000229,,,,,,,
22634233000189,,,,,,,
22934889000117,,,,,,,
16907746000113,,,,,,,
01536085000351,,,,,,,
20828299000184,,,,,,,
12841373000174,,,,,,,
13714038000178,,,,,,,
22847952000188,,,,,,,
19988749000117,,,,,,,
03324534000161,,,,,,,
07272825000104,,,,,,,
19733312000132,,,,,,,
13046378000178,,,,,,,
35075597000622,,,,,,,
01492450000101,,,,,,,
16503020000115,,,,,,,
00327248000242,,,,,,,
10478691000510,,,,,,,
03967469000192,,,,,,,
09434042000105,,,,,,,
02511495000220,,,,,,,
20807906000120,,,,,,,
10484791000126,,,,,,,
03524403000209,,,,,,,
07588799000128,,,,,,,
07041551000142,,,,,,,
02135496000217,,,,,,,
07908577000145,,,,,,,
15844086000106,,,,,,,
07304199000271,,,,,,,
08509223000190,,,,,,,
09618519000102,,,,,,,
69366128000250,,,,,,,
69709020000132,,,,,,,
08584322000137,,,,,,,
03551935000235,,,,,,,
16920097000190,,,,,,,
08687623000196,,,,,,,
08600931000132,,,,,,,
00176802000157,,,,,,,
07816424000178,,,,,,,
23889562000133,,,,,,,
07882356000145,,,,,,,
01158208000104,,,,,,,
79065181002804,,,,,,,
09501295000154,,,,,,,
78371747000143,,,,,,,
24012386972,,,,,,,
07979176000186,,,,,,,
24930233000151,,,,,,,
79460218000189,,,,,,,
79183067000169,,,,,,,
00138815000131,,,,,,,
16098297000100,,,,,,,
78028966000124,,,,,,,
78471687000130,,,,,,,
12167054000125,,,,,,,
75176859000155,,,,,,,
18182680000177,,,,,,,
77339117000129,,,,,,,
12625268000106,,,,,,,
10321549000131,,,,,,,
20078915000127,,,,,,,
75026807000283,,,,,,,
11909849000107,,,,,,,
09615374000196,,,,,,,
16794464004225,,,,,,,
45543915028787,,,,,,,
79350575000194,,,,,,,
09379278000196,,,,,,,
08313567000120,,,,,,,
07150525000152,,,,,,,
02219334000186,,,,,,,
09194498000145,,,,,,,
77752293007605,,,,,,,
26456579000195,,,,,,,
74105651000182,,,,,,,
75988246000112,,,,,,,
03262929000187,,,,,,,
78456928000334,,,,,,,
77310183000176,,,,,,,
76876960000181,,,,,,,
81311326000131,,,,,,,
12132199000190,,,,,,,
15422805000109,,,,,,,
03303619000163,,,,,,,
78415056000102,,,,,,,
08264614000192,,,,,,,
03647829000179,,,,,,,
10917510000181,,,,,,,
80037815000184,,,,,,,
34028316453833,,,,,,,
85512119000104,,,,,,,
81886061000108,,,,,,,
19653152000111,,,,,,,
14670760000110,,,,,,,
18130012000104,,,,,,,
10599057000293,,,,,,,
08148036000129,,,,,,,
02645436000163,,,,,,,
76023142000136,,,,,,,
72049885000124,,,,,,,
09078689000141,,,,,,,
15204169000130,,,,,,,
00866546000120,,,,,,,
79563284000184,,,,,,,
84916261000146,,,,,,,
05179768977,,,,,,,
04956068000108,,,,,,,
10638597000158,,,,,,,
10854026000150,,,,,,,
24285640000153,,,,,,,
22802549000213,,,,,,,
24882567000105,,,,,,,
03713903000108,,,,,,,
16874647000182,,,,,,,
19685764000277,,,,,,,
18751034000183,,,,,,,
11169063000940,,,,,,,
11169063000869,,,,,,,
06070586000147,,,,,,,
07286731000275,,,,,,,
23007078000486,,,,,,,
23007078000133,,,,,,,
22940411000108,,,,,,,
05265605000128,,,,,,,
09296295001727,,,,,,,
15224516000197,,,,,,,
27011168000159,,,,,,,
11813538000131,,,,,,,
12954744000124,,,,,,,
10374385000100,,,,,,,
24961110000269,,,,,,,
47508411083000,,,,,,,
17845361000131,,,,,,,
05322090000150,,,,,,,
00306597008424,,,,,,,
13994946000162,,,,,,,
15146943000102,,,,,,,
10777099000196,,,,,,,
19751273000104,,,,,,,
14514241000163,,,,,,,
02983416000100,,,,,,,
01659077000130,,,,,,,
24385903000104,,,,,,,
13685271000170,,,,,,,
13685271000250,,,,,,,
17379947000158,,,,,,,
27570249000199,,,,,,,
18960389000182,,,,,,,
21659052000144,,,,,,,
17183817000145,,,,,,,
08389491000116,,,,,,,
08771578000153,,,,,,,
42065862000142,,,,,,,
06727127000193,,,,,,,
11092105000134,,,,,,,
04261159000110,,,,,,,
00605950000140,,,,,,,
01615224000170,,,,,,,
14711825000129,,,,,,,
09299725000105,,,,,,,
86694839634,,,,,,,
16626814000176,,,,,,,
21027537001430,,,,,,,
11433908000105,,,,,,,
04664638000188,,,,,,,
03048720000115,,,,,,,
07586988000161,,,,,,,
21639939000170,,,,,,,
02409037000101,,,,,,,
06032070000108,,,,,,,
03339647000130,,,,,,,
23448810000100,,,,,,,
71221600000128,,,,,,,
02369525000124,,,,,,,
04293727000165,,,,,,,
00266521000195,,,,,,,
17459272000742,,,,,,,
18216168000102,,,,,,,
03812019000473,,,,,,,
01139829000132,,,,,,,
07887220000128,,,,,,,
06980032000187,,,,,,,
42999250000127,,,,,,,
10263637000124,,,,,,,
25750068000380,,,,,,,
03139761004457,,,,,,,
08852103000191,,,,,,,
06055238000109,,,,,,,
17403742000160,,,,,,,
18551507000107,,,,,,,
66333501000106,,,,,,,
04168447000125,,,,,,,
21568446000197,,,,,,,
18552505000124,,,,,,,
17351263000148,,,,,,,
26841315000155,,,,,,,
19857085000157,,,,,,,
17288630000106,,,,,,,
31135734000101,,,,,,,
13569064003760,,,,,,,
21648605000163,,,,,,,
03643398000172,,,,,,,
25507930000167,,,,,,,
04543947000108,,,,,,,
06141458000147,,,,,,,
41705211000298,,,,,,,
66446394000114,,,,,,,
21662242000110,,,,,,,
66215898000123,,,,,,,
10307846000122,,,,,,,
01533212000105,,,,,,,
01245727000525,,,,,,,
03020246000113,,,,,,,
21268000000147,,,,,,,
09264555000115,,,,,,,
10940486000100,,,,,,,
22617623000140,,,,,,,
17593591000150,,,,,,,
25708520000184,,,,,,,
34028316841094,,,,,,,
19352343000143,,,,,,,
23306087003736,,,,,,,
24821555000162,,,,,,,
11093316000191,,,,,,,
17428533000171,,,,,,,
22077361000179,,,,,,,
21182075000100,,,,,,,
43813712249,,,,,,,
05152588000112,,,,,,,
08379006000123,,,,,,,
03200091000105,,,,,,,
23858009000133,,,,,,,
13426089000102,,,,,,,
04769344000110,,,,,,,
02621069000168,,,,,,,
13550143000119,,,,,,,
04485882000426,,,,,,,
34459933000678,,,,,,,
05904727000117,,,,,,,
05924170000186,,,,,,,
34482075000178,,,,,,,
10575238000107,,,,,,,
04320901000111,,,,,,,
00624180000182,,,,,,,
54160015000146,,,,,,,
24155170000103,,,,,,,
24886041000195,,,,,,,
43283811010031,,,,,,,
06148918000169,,,,,,,
23506625000125,,,,,,,
45358249000101,,,,,,,
02147788000199,,,,,,,
47573779000106,,,,,,,
18298268000117,,,,,,,
16923318000184,,,,,,,
50488238000186,,,,,,,
46332896000107,,,,,,,
67949974000197,,,,,,,
62762273000120,,,,,,,
14699549000120,,,,,,,
07284973000149,,,,,,,
02693176000100,,,,,,,
59727917000135,,,,,,,
55208789000162,,,,,,,
59597849000218,,,,,,,
48202758000139,,,,,,,
49708183000193,,,,,,,
47515028000125,,,,,,,
13234055000108,,,,,,,
61955928000114,,,,,,,
02798984000123,,,,,,,
04987625000140,,,,,,,
03524280000125,,,,,,,
24439031000101,,,,,,,
20042176000113,,,,,,,
34028316312695,,,,,,,
16103993000167,,,,,,,
60394848000174,,,,,,,
74552068001000,,,,,,,
54038583000179,,,,,,,
05762296000100,,,,,,,
04639245000114,,,,,,,
28192052000126,,,,,,,
20136353000120,,,,,,,
12558729349,,,,,,,
07544373000415,,,,,,,
07685177000118,,,,,,,
07685177000207,,,,,,,
11025506000171,,,,,,,
04872330000128,,,,,,,
10922968000129,,,,,,,
18027002000130,,,,,,,
08749950000125,,,,,,,
08901079000133,,,,,,,
00480284000160,,,,,,,
12125791000408,,,,,,,
12125791000246,,,,,,,
15493246000110,,,,,,,
23706245000568,,,,,,,
06656656001115,,,,,,,
05850518000138,,,,,,,
11167516000141,,,,,,,
07076190000170,,,,,,,
08882902000100,,,,,,,
04583141000135,,,,,,,
08386800000285,,,,,,,
05641219000193,,,,,,,
04126210000181,,,,,,,
00651021000177,,,,,,,
17198795000197,,,,,,,
35123447001295,,,,,,,
35123447000132,,,,,,,
35123447000728,,,,,,,
35196823001000,,,,,,,
00220439000120,,,,,,,
11643185000179,,,,,,,
01066091000201,,,,,,,
03444798000400,,,,,,,
03549504000153,,,,,,,
05035297000144,,,,,,,
07142425000184,,,,,,,
07047720000151,,,,,,,
23663297000170,,,,,,,
15091141000134,,,,,,,
05790394000142,,,,,,,
11006107000163,,,,,,,
17385236000196,,,,,,,
19898982000109,,,,,,,
02071707000114,,,,,,,
16643320000108,,,,,,,
01509521000131,,,,,,,
12140361000112,,,,,,,
14587817000112,,,,,,,
04961002000106,,,,,,,
06796093000199,,,,,,,
02188280000139,,,,,,,
22590297000125,,,,,,,
02234227000127,,,,,,,
01520556000171,,,,,,,
08369945000197,,,,,,,
13838729000183,,,,,,,
28007620478,,,,,,,
61365284008601,,,,,,,
69935930000133,,,,,,,
11117785001175,,,,,,,
11117785001418,,,,,,,
11887478000100,,,,,,,
17331955000124,,,,,,,
04284939000186,,,,,,,
11481678000150,,,,,,,
41043647000188,,,,,,,
11970020000101,,,,,,,
07619645000156,,,,,,,
10846239000130,,,,,,,
69943686000312,,,,,,,
04409762000288,,,,,,,
12436980000159,,,,,,,
01537467000138,,,,,,,
12147261000118,,,,,,,
15160747000184,,,,,,,
12666410000155,,,,,,,
09462260000153,,,,,,,
06188179000139,,,,,,,
10530701000196,,,,,,,
08185449000183,,,,,,,
03771831000155,,,,,,,
22200772000100,,,,,,,
01912250000241,,,,,,,
07733200000283,,,,,,,
05428059000107,,,,,,,
05428059000280,,,,,,,
08261810000103,,,,,,,
08986228000104,,,,,,,
22103127000179,,,,,,,
00338804000103,,,,,,,
08598968000173,,,,,,,
03451205000181,,,,,,,
04077577000748,,,,,,,
08757155000189,,,,,,,
08192593000147,,,,,,,
19130324000172,,,,,,,
21840311000139,,,,,,,
06196363000392,,,,,,,
08038154000184,,,,,,,
10748852000115,,,,,,,
06143728000159,,,,,,,
35532365000141,,,,,,,
04838540000108,,,,,,,
10617553000141,,,,,,,
12228415000104,,,,,,,
19608110000169,,,,,,,
20601260000120,,,,,,,
17953345000162,,,,,,,
14729093000102,,,,,,,
10973015000190,,,,,,,
26480384000180,,,,,,,
03954033000169,,,,,,,
34028316050801,,,,,,,
23838348000905,,,,,,,
02012862002707,,,,,,,
27175975003718,,,,,,,
16561170000185,,,,,,,
01397390000148,,,,,,,
11430519000126,,,,,,,
17022860000129,,,,,,,
01100994000180,,,,,,,
07659005000170,,,,,,,
13408756000116,,,,,,,
21018622000117,,,,,,,
03485324000155,,,,,,,
41045121000137,,,,,,,
05953099000160,,,,,,,
19998623000123,,,,,,,
11515999000128,,,,,,,
72649361000174,,,,,,,
26269080000179,,,,,,,
13322423000170,,,,,,,
14949604000193,,,,,,,
62505847001904,,,,,,,
05731272980,,,,,,,
08645495000118,,,,,,,
00589290967,,,,,,,
07482463984,,,,,,,
15776734000134,,,,,,,
49196006900,,,,,,,
76416940000128,,,,,,,
05877195000176,,,,,,,
17722425000107,,,,,,,
05598411000144,,,,,,,
76013911000115,,,,,,,
00090732000110,,,,,,,
00937777000187,,,,,,,
80376478000150,,,,,,,
00415128000116,,,,,,,
05365568000120,,,,,,,
04488277000166,,,,,,,
08946214000167,,,,,,,
08072262000173,,,,,,,
13638651000153,,,,,,,
11386841000103,,,,,,,
79052460000113,,,,,,,
73842361000159,,,,,,,
03687888000170,,,,,,,
03687888000251,,,,,,,
03346422000101,,,,,,,
07385732000196,,,,,,,
80362189000100,,,,,,,
06216655000188,,,,,,,
02799756000178,,,,,,,
95367884000123,,,,,,,
07069427000195,,,,,,,
13616378000166,,,,,,,
13616378000328,,,,,,,
23335886000120,,,,,,,
01625840000102,,,,,,,
08960623000118,,,,,,,
77718815000135,,,,,,,
07764817000185,,,,,,,
19959076000177,,,,,,,
04056547000160,,,,,,,
11134328000117,,,,,,,
08623481000101,,,,,,,
80198666000135,,,,,,,
04306147000165,,,,,,,
07602682000313,,,,,,,
77268431000168,,,,,,,
77792844000147,,,,,,,
10610404000150,,,,,,,
15112277000183,,,,,,,
76090349000123,,,,,,,
22192142000130,,,,,,,
06323824000189,,,,,,,
77170009000175,,,,,,,
20296563000186,,,,,,,
21778404000180,,,,,,,
73368011000100,,,,,,,
75806158000152,,,,,,,
07025401000145,,,,,,,
85070068003468,,,,,,,
00149271000103,,,,,,,
78111523000100,,,,,,,
13652189000149,,,,,,,
24153225000146,,,,,,,
09307220000137,,,,,,,
27641445000107,,,,,,,
07596069000179,,,,,,,
76352699000110,,,,,,,
73394058000130,,,,,,,
11202853000122,,,,,,,
00296112000131,,,,,,,
12010172000125,,,,,,,
75080432000159,,,,,,,
18747100000141,,,,,,,
08035554000136,,,,,,,
03750264000150,,,,,,,
82332735000420,,,,,,,
80200819000131,,,,,,,
75063297000133,,,,,,,
78581709000115,,,,,,,
75795716000202,,,,,,,
15423040000113,,,,,,,
03303820000140,,,,,,,
75663195000159,,,,,,,
72529423000104,,,,,,,
77937290000129,,,,,,,
12323271000167,,,,,,,
04958760000167,,,,,,,
79565586000191,,,,,,,
11828024000150,,,,,,,
10878099000182,,,,,,,
75635573000514,,,,,,,
80860661000126,,,,,,,
05417801000170,,,,,,,
68643568000164,,,,,,,
22430041000150,,,,,,,
78344868000104,,,,,,,
05284966000111,,,,,,,
77427805000140,,,,,,,
11303748000180,,,,,,,
08624321000179,,,,,,,
22565560000126,,,,,,,
20080454000127,,,,,,,
07001976000128,,,,,,,
13250823000117,,,,,,,
05970317000174,,,,,,,
05593306000112,,,,,,,
63771398000180,,,,,,,
14167819000152,,,,,,,
63745558000116,,,,,,,
63614895000174,,,,,,,
11885161000126,,,,,,,
02754502000133,,,,,,,
08970868000126,,,,,,,
04979271000191,,,,,,,
09428333000190,,,,,,,
05902762000105,,,,,,,
20981640000137,,,,,,,
02055441000205,,,,,,,
08678504000177,,,,,,,
22328325000130,,,,,,,
07322489000167,,,,,,,
00590065000215,,,,,,,
08949169000102,,,,,,,
05078112000189,,,,,,,
03915997000106,,,,,,,
22840706000102,,,,,,,
15896509000131,,,,,,,
11662549000168,,,,,,,
02055441000116,,,,,,,
11215319000231,,,,,,,
18704943000160,,,,,,,
11743930000151,,,,,,,
63755391000174,,,,,,,
17624187000105,,,,,,,
84721745000130,,,,,,,
02795569000116,,,,,,,
06127727000110,,,,,,,
03440890000140,,,,,,,
06142401000162,,,,,,,
01739724000114,,,,,,,
14498952000191,,,,,,,
34734319000162,,,,,,,
24503904000106,,,,,,,
13279434000114,,,,,,,
22836027000151,,,,,,,
