cnpj,razao_social,nome_fantasia,uf,municipio,cep,data_abertura,situacao
88645635000197,,,,,,,
00689901000302,,,,,,,
24765118000179,,,,,,,
90589698000468,,,,,,,
03358858000897,,,,,,,
87455002000234,,,,,,,
01403938000115,,,,,,,
08351530000196,,,,,,,
89470462000690,,,,,,,
89347330000161,,,,,,,
05282433000109,,,,,,,
03711378000353,,,,,,,
01958174000124,,,,,,,
15233207000183,,,,,,,
04144661000303,,,,,,,
01991461000993,,,,,,,
14858382000101,,,,,,,
03098890000104,,,,,,,
07045622000347,,,,,,,
94509742000190,,,,,,,
14565491000122,,,,,,,
72529274000183,,,,,,,
97005581000196,,,,,,,
95106993000197,,,,,,,
08351530000277,,,,,,,
00084471000125,,,,,,,
01443559000159,,,,,,,
17695813000650,,,,,,,
07473735007780,,,,,,,
27655700000170,,,,,,,
05911699000165,,,,,,,
00515001000179,,,,,,,
28025118000193,,,,,,,
25308029000166,,,,,,,
05423963000545,,,,,,,
76535764000224,,,,,,,
42591651176187,,,,,,,
04286687000124,,,,,,,
02138641000132,,,,,,,
18431764000105,,,,,,,
09390460000148,,,,,,,
17882670000181,,,,,,,
12032098000148,,,,,,,
07619511000135,,,,,,,
94568060000159,,,,,,,
10418731000105,,,,,,,
27254330000160,,,,,,,
02663322000146,,,,,,,
92995398000161,,,,,,,
09259991000104,,,,,,,
72379191000155,,,,,,,
16784983000134,,,,,,,
13417300000112,,,,,,,
97533207000163,,,,,,,
03738822000162,,,,,,,
17056719000147,,,,,,,
22527171000106,,,,,,,
01324812000155,,,,,,,
94885308000105,,,,,,,
04794573000195,,,,,,,
06164428000156,,,,,,,
88841564000106,,,,,,,
03043712000186,,,,,,,
16367850000162,,,,,,,
01809606000135,,,,,,,
09617551000173,,,,,,,
07099912000101,,,,,,,
08379859000165,,,,,,,
90450479000150,,,,,,,
87395547000111,,,,,,,
89340913000160,,,,,,,
22856721000130,,,,,,,
88903315000190,,,,,,,
06096110000185,,,,,,,
92209790000138,,,,,,,
15605050000170,,,,,,,
24502706000110,,,,,,,
13588775000171,,,,,,,
06017427000189,,,,,,,
00625822000168,,,,,,,
86861986000290,,,,,,,
87676185000218,,,,,,,
09399113000186,,,,,,,
93897916000177,,,,,,,
01654604000203,,,,,,,
01654604000386,,,,,,,
08046163000117,,,,,,,
02511048000190,,,,,,,
16987837000106,,,,,,,
92189612000192,,,,,,,
92660760000143,,,,,,,
92954106000142,,,,,,,
16731837000140,,,,,,,
05563868001357,,,,,,,
05563868000890,,,,,,,
05563868000385,,,,,,,
88017116000184,,,,,,,
88153119001540,,,,,,,
13816522000108,,,,,,,
28157710049,,,,,,,
93649663000112,,,,,,,
89470462003444,,,,,,,
14988348000143,,,,,,,
21247509000103,,,,,,,
00223364000130,,,,,,,
90657289006492,,,,,,,
02670376000139,,,,,,,
87130589000120,,,,,,,
09125312000104,,,,,,,
11115559000183,,,,,,,
18051996000553,,,,,,,
20539989000113,,,,,,,
25528919000183,,,,,,,
04648149000132,,,,,,,
22435951000207,,,,,,,
92076108000186,,,,,,,
04596456000117,,,,,,,
01612286000129,,,,,,,
01540969000118,,,,,,,
00692806000198,,,,,,,
17455659000135,,,,,,,
13682250000109,,,,,,,
90101973000100,,,,,,,
11297222000134,,,,,,,
23705802000100,,,,,,,
19339759000121,,,,,,,
00306597006995,,,,,,,
00306597007100,,,,,,,
10759400000139,,,,,,,
19254553000107,,,,,,,
89639751000247,,,,,,,
89639751000328,,,,,,,
02558109000255,,,,,,,
02558109000760,,,,,,,
88407556000148,,,,,,,
06890779000144,,,,,,,
06275736000159,,,,,,,
08333420000100,,,,,,,
93489243005851,,,,,,,
93489243006319,,,,,,,
00804430000409,,,,,,,
05760835000163,,,,,,,
04964424000127,,,,,,,
05692130000156,,,,,,,
05280463000178,,,,,,,
01958174000205,,,,,,,
05566068000156,,,,,,,
10512396000100,,,,,,,
08051756000171,,,,,,,
95425369000314,,,,,,,
95425369002368,,,,,,,
22760992000198,,,,,,,
00247977000108,,,,,,,
94461753000148,,,,,,,
14163926000102,,,,,,,
93489243004537,,,,,,,
93489243004103,,,,,,,
93489243004880,,,,,,,
97078463004790,,,,,,,
95821310005738,,,,,,,
97005581000609,,,,,,,
04307600000158,,,,,,,
87061016000192,,,,,,,
07077510000106,,,,,,,
07473735003520,,,,,,,
07473735006201,,,,,,,
07473735007194,,,,,,,
07473735009561,,,,,,,
07473735013321,,,,,,,
00260825000145,,,,,,,
90212093000100,,,,,,,
01268307000130,,,,,,,
14807799000137,,,,,,,
92974351000111,,,,,,,
87554036000103,,,,,,,
92956176000130,,,,,,,
04315359000109,,,,,,,
14089871000138,,,,,,,
94405396000362,,,,,,,
87540225000119,,,,,,,
07688812000200,,,,,,,
00108670000207,,,,,,,
07377548000102,,,,,,,
17695813001460,,,,,,,
12918104000169,,,,,,,
18250924000373,,,,,,,
95591608000144,,,,,,,
89691059000853,,,,,,,
21315145000232,,,,,,,
23448964000364,,,,,,,
02249201000152,,,,,,,
06180240000100,,,,,,,
11751495000298,,,,,,,
03148171000150,,,,,,,
13132529000100,,,,,,,
00595058000125,,,,,,,
01892399000125,,,,,,,
07688812000110,,,,,,,
07004809000130,,,,,,,
11064906000196,,,,,,,
20890807000154,,,,,,,
87540225000380,,,,,,,
03533920000325,,,,,,,
07768802000195,,,,,,,
06249060000129,,,,,,,
07473031000109,,,,,,,
02308408000150,,,,,,,
08824904000496,,,,,,,
97270060000166,,,,,,,
11360004000105,,,,,,,
00851536000110,,,,,,,
94943594000380,,,,,,,
88492657000164,,,,,,,
22565878000107,,,,,,,
12443144000100,,,,,,,
89935837000136,,,,,,,
94652906000134,,,,,,,
19425853000101,,,,,,,
11877991000101,,,,,,,
89553564000165,,,,,,,
19259915000144,,,,,,,
13132511000109,,,,,,,
04558345000116,,,,,,,
08744198000120,,,,,,,
17188823000195,,,,,,,
14764553000125,,,,,,,
09205835000152,,,,,,,
09091020000190,,,,,,,
87540225000623,,,,,,,
14739102000138,,,,,,,
04144661001202,,,,,,,
94890647000180,,,,,,,
21024975000120,,,,,,,
01991461000640,,,,,,,
05024339000141,,,,,,,
02791270000193,,,,,,,
18055554000151,,,,,,,
19588456000142,,,,,,,
11711842000178,,,,,,,
13793895000100,,,,,,,
10768822000170,,,,,,,
10670439000185,,,,,,,
01991461002007,,,,,,,
89717409000137,,,,,,,
88124375000880,,,,,,,
95803037000164,,,,,,,
94111838000104,,,,,,,
24642872000111,,,,,,,
88263942000103,,,,,,,
94055977000150,,,,,,,
76535764000143,,,,,,,
02558157001720,,,,,,,
34028316437552,,,,,,,
34028316566441,,,,,,,
10877088000188,,,,,,,
00719746000150,,,,,,,
11500108000160,,,,,,,
13873925000199,,,,,,,
42591651079815,,,,,,,
42591651104941,,,,,,,
42591651176349,,,,,,,
23964311000176,,,,,,,
90344219000109,,,,,,,
91262527000140,,,,,,,
89678395000190,,,,,,,
88231931000141,,,,,,,
05033214000188,,,,,,,
92970193000121,,,,,,,
01394586000189,,,,,,,
94522612000198,,,,,,,
12166502000176,,,,,,,
26512539000113,,,,,,,
07172954000120,,,,,,,
03337830000105,,,,,,,
06330597000119,,,,,,,
00860951000130,,,,,,,
26164184000119,,,,,,,
10860089000110,,,,,,,
05810839000109,,,,,,,
10509556000161,,,,,,,
91669796000559,,,,,,,
74552068001434,,,,,,,
17112910000169,,,,,,,
20320631000286,,,,,,,
10211963000198,,,,,,,
02022950000142,,,,,,,
13360340000175,,,,,,,
93359610000167,,,,,,,
24419149000259,,,,,,,
00383116000157,,,,,,,
92788165000198,,,,,,,
08538481000286,,,,,,,
05202077000249,,,,,,,
19847123000352,,,,,,,
94590361000189,,,,,,,
01160529000135,,,,,,,
02589899000155,,,,,,,
21731489000141,,,,,,,
15562881000101,,,,,,,
37505757000228,,,,,,,
08725076000196,,,,,,,
10144568000130,,,,,,,
03732840000137,,,,,,,
94779295000190,,,,,,,
87838108000136,,,,,,,
19256183000139,,,,,,,
06235514000889,,,,,,,
17823415000168,,,,,,,
13064441000107,,,,,,,
07037306000161,,,,,,,
13445372000173,,,,,,,
02451092000151,,,,,,,
11309906000109,,,,,,,
91369694000194,,,,,,,
07424006000135,,,,,,,
90377706000160,,,,,,,
08215269000105,,,,,,,
20069925000104,,,,,,,
27320025000129,,,,,,,
02174156000114,,,,,,,
11384275000192,,,,,,,
02469149000140,,,,,,,
91880633000197,,,,,,,
15614457000163,,,,,,,
11917885000104,,,,,,,
06937384000150,,,,,,,
24377950000106,,,,,,,
80732928002658,,,,,,,
22803629000102,,,,,,,
95814067000176,,,,,,,
03815137000192,,,,,,,
10786292000193,,,,,,,
05438788000136,,,,,,,
89902191000190,,,,,,,
89749832000119,,,,,,,
05037059000178,,,,,,,
98408180000140,,,,,,,
88261342000106,,,,,,,
07678023000107,,,,,,,
89471270000194,,,,,,,
08046327000106,,,,,,,
92192368000117,,,,,,,
04324515000106,,,,,,,
08293226000130,,,,,,,
05501355000188,,,,,,,
01084728000101,,,,,,,
03424234000154,,,,,,,
88446745000120,,,,,,,
23285134000100,,,,,,,
07447405000111,,,,,,,
05375078000104,,,,,,,
01654604000114,,,,,,,
09301520000109,,,,,,,
03439216000146,,,,,,,
86862208007148,,,,,,,
25266268034,,,,,,,
92755875000111,,,,,,,
03992318000194,,,,,,,
92667948000113,,,,,,,
09123654000187,,,,,,,
40432544006420,,,,,,,
05807200000174,,,,,,,
09095183000140,,,,,,,
26180549000107,,,,,,,
05210861406,,,,,,,
82688338404,,,,,,,
22137857000190,,,,,,,
00446039000137,,,,,,,
17504409000148,,,,,,,
37106895000153,,,,,,,
07338640000155,,,,,,,
14639047000104,,,,,,,
04753334000197,,,,,,,
20645413000130,,,,,,,
01143072000150,,,,,,,
00097626000320,,,,,,,
00306597007967,,,,,,,
00306597001683,,,,,,,
00306597002060,,,,,,,
00306597002140,,,,,,,
00306597002574,,,,,,,
00306597002655,,,,,,,
00306597003201,,,,,,,
00306597005085,,,,,,,
00306597005247,,,,,,,
00306597006057,,,,,,,
00306597008262,,,,,,,
00306597002302,,,,,,,
00306597005328,,,,,,,
09463821000139,,,,,,,
09103975000110,,,,,,,
02072286000308,,,,,,,
72578438000162,,,,,,,
08355825000130,,,,,,,
72578438000324,,,,,,,
07129219000134,,,,,,,
07210707000171,,,,,,,
37130481000160,,,,,,,
05662975000107,,,,,,,
12113200000130,,,,,,,
17861454000150,,,,,,,
26243349000148,,,,,,,
28800786000140,,,,,,,
21613382000107,,,,,,,
40432544044861,,,,,,,
04065033000170,,,,,,,
86069187253,,,,,,,
05925692000100,,,,,,,
15112947000161,,,,,,,
00306597004003,,,,,,,
00306597004518,,,,,,,
05246123000120,,,,,,,
00306597008858,,,,,,,
21897055000116,,,,,,,
17270555000156,,,,,,,
13218533000196,,,,,,,
15027860000196,,,,,,,
07753495000179,,,,,,,
20357070000109,,,,,,,
15538862000140,,,,,,,
19861767000133,,,,,,,
21922266000161,,,,,,,
17571031000103,,,,,,,
15416719000185,,,,,,,
12614594000100,,,,,,,
13886368000140,,,,,,,
02558157002378,,,,,,,
34028316467540,,,,,,,
07552182000152,,,,,,,
09069366000191,,,,,,,
02717608000167,,,,,,,
21248404000179,,,,,,,
08466219000192,,,,,,,
06061283000249,,,,,,,
24046321000195,,,,,,,
22478757000128,,,,,,,
17261661005728,,,,,,,
17261661009472,,,,,,,
04277081000394,,,,,,,
20945555000113,,,,,,,
27708490000131,,,,,,,
22280435000170,,,,,,,
26802550000118,,,,,,,
03935231000185,,,,,,,
07639184000183,,,,,,,
11817083000122,,,,,,,
11869422000114,,,,,,,
16670085000155,,,,,,,
14344311000182,,,,,,,
14343029115,,,,,,,
03387506000193,,,,,,,
22005529000130,,,,,,,
09609289000115,,,,,,,
23992619000125,,,,,,,
17149546000101,,,,,,,
24981190000133,,,,,,,
37143617000176,,,,,,,
19473157000162,,,,,,,
12983057000137,,,,,,,
09531221000160,,,,,,,
04506629000169,,,,,,,
72577414000199,,,,,,,
03951672000170,,,,,,,
38063996000157,,,,,,,
00306597008696,,,,,,,
04711846000190,,,,,,,
01688723000198,,,,,,,
13182427000108,,,,,,,
02558157000243,,,,,,,
08311908000128,,,,,,,
11805733000110,,,,,,,
37505757001119,,,,,,,
10836199000146,,,,,,,
24795364000173,,,,,,,
08935037000113,,,,,,,
01033670000177,,,,,,,
22041824000142,,,,,,,
08977766000132,,,,,,,
00758665000169,,,,,,,
08362981000129,,,,,,,
92802784000190,,,,,,,
91274027000128,,,,,,,
26395738020,,,,,,,
14303080000169,,,,,,,
07027856000108,,,,,,,
93093714000253,,,,,,,
92963560000160,,,,,,,
43456294034,,,,,,,
07738069000166,,,,,,,
89470462001239,,,,,,,
89470462004335,,,,,,,
08960198000167,,,,,,,
01378099000122,,,,,,,
03582876000181,,,,,,,
17276687000195,,,,,,,
25321482000102,,,,,,,
03358858001001,,,,,,,
07196526000138,,,,,,,
09221450000189,,,,,,,
72500069000195,,,,,,,
05421881000138,,,,,,,
87633046000207,,,,,,,
94846912000122,,,,,,,
93489243007129,,,,,,,
93489243003565,,,,,,,
93489243007552,,,,,,,
23752197000110,,,,,,,
16845005000155,,,,,,,
45543915060753,,,,,,,
45543915010659,,,,,,,
00306597003112,,,,,,,
90504390000120,,,,,,,
93489243003999,,,,,,,
73535536000185,,,,,,,
07473735003601,,,,,,,
07473735005655,,,,,,,
07473735002478,,,,,,,
07857128000115,,,,,,,
01962454000106,,,,,,,
87455002000153,,,,,,,
92477736000173,,,,,,,
04493574000108,,,,,,,
07905460000108,,,,,,,
03553730000108,,,,,,,
12974834000187,,,,,,,
21315145000151,,,,,,,
07317044000199,,,,,,,
90238825000131,,,,,,,
95425369001205,,,,,,,
08977534000184,,,,,,,
00804430000166,,,,,,,
10990509000182,,,,,,,
05454390000193,,,,,,,
04324136000299,,,,,,,
07920782000207,,,,,,,
03092159000171,,,,,,,
36754752000195,,,,,,,
89418214000196,,,,,,,
23448964000526,,,,,,,
89470462003525,,,,,,,
07777572000120,,,,,,,
07473735010144,,,,,,,
88478409000169,,,,,,,
05365037000137,,,,,,,
03168306000140,,,,,,,
07166420000191,,,,,,,
04019781000117,,,,,,,
14769641000110,,,,,,,
00713196000161,,,,,,,
10565849000166,,,,,,,
93523157000182,,,,,,,
02507787000108,,,,,,,
10209085000176,,,,,,,
02310313000171,,,,,,,
22308685000170,,,,,,,
17355315000154,,,,,,,
07262130000141,,,,,,,
87856738000133,,,,,,,
02066178000160,,,,,,,
96304514000100,,,,,,,
04943253000150,,,,,,,
10935091000100,,,,,,,
03006655000165,,,,,,,
11490699000131,,,,,,,
08007848000154,,,,,,,
22859150000198,,,,,,,
89896500000167,,,,,,,
05892305000179,,,,,,,
07697333000160,,,,,,,
22226349000189,,,,,,,
04484502000196,,,,,,,
09404504000141,,,,,,,
74724873000183,,,,,,,
91121004000183,,,,,,,
18089108000168,,,,,,,
01114253000159,,,,,,,
08342657000149,,,,,,,
21567836000142,,,,,,,
02407035000175,,,,,,,
01581041000181,,,,,,,
04686910000120,,,,,,,
07869103000131,,,,,,,
13893278000187,,,,,,,
00568422000168,,,,,,,
12164283000196,,,,,,,
10158302000146,,,,,,,
90417718000170,,,,,,,
16525135000100,,,,,,,
07627050000142,,,,,,,
04875808000173,,,,,,,
18235222000159,,,,,,,
07276806000156,,,,,,,
24001225000120,,,,,,,
02100200000141,,,,,,,
21971592000169,,,,,,,
04917921000174,,,,,,,
17776577000192,,,,,,,
92091081000109,,,,,,,
93470722000190,,,,,,,
09014610000119,,,,,,,
04507458000192,,,,,,,
02189564000140,,,,,,,
94978061000171,,,,,,,
09462216000143,,,,,,,
04216442000120,,,,,,,
23680784000141,,,,,,,
03317232000166,,,,,,,
02088189000141,,,,,,,
94293032000176,,,,,,,
01266555000142,,,,,,,
11503997000119,,,,,,,
01411003000180,,,,,,,
04961560000163,,,,,,,
04280284000178,,,,,,,
01785233000100,,,,,,,
13507524000204,,,,,,,
34176883000107,,,,,,,
14712181000193,,,,,,,
33333162000109,,,,,,,
40432544006269,,,,,,,
03962660000141,,,,,,,
02964380000100,,,,,,,
43283811017044,,,,,,,
33032442001221,,,,,,,
11414378000158,,,,,,,
61365284003804,,,,,,,
00497373000110,,,,,,,
02664042000152,,,,,,,
09494778000179,,,,,,,
40296824000175,,,,,,,
07124110000104,,,,,,,
16920390000158,,,,,,,
28659563000105,,,,,,,
07570378000170,,,,,,,
33487372000143,,,,,,,
33225293000164,,,,,,,
05144206000109,,,,,,,
34354993000111,,,,,,,
34002337000150,,,,,,,
30757298000492,,,,,,,
23022751000104,,,,,,,
11126302000127,,,,,,,
18964131000154,,,,,,,
24861980000185,,,,,,,
23781249000187,,,,,,,
15988727000104,,,,,,,
06164253000187,,,,,,,
05423963013361,,,,,,,
33216797000118,,,,,,,
60579703003163,,,,,,,
60452752002916,,,,,,,
61533949000141,,,,,,,
03687592000150,,,,,,,
09967852006400,,,,,,,
10878448000166,,,,,,,
00524550000100,,,,,,,
04506430000130,,,,,,,
04378754000130,,,,,,,
08361793000186,,,,,,,
59290320000176,,,,,,,
46553947000120,,,,,,,
10414774000112,,,,,,,
19001433000190,,,,,,,
75652305000187,,,,,,,
76484013000145,,,,,,,
04368898000106,,,,,,,
24871569000190,,,,,,,
09436157000139,,,,,,,
05254930000195,,,,,,,
82021783000154,,,,,,,
05103705000158,,,,,,,
95563045000180,,,,,,,
80577695000108,,,,,,,
07042350000160,,,,,,,
17712921000180,,,,,,,
06011465000124,,,,,,,
10352387000107,,,,,,,
08422188000178,,,,,,,
12538667000121,,,,,,,
20013659000190,,,,,,,
02613787000192,,,,,,,
76924497000104,,,,,,,
14819018000124,,,,,,,
14875185000192,,,,,,,
80759863000186,,,,,,,
22808304000112,,,,,,,
11044608000134,,,,,,,
00958511000110,,,,,,,
10667882000105,,,,,,,
21521293000122,,,,,,,
82423096000165,,,,,,,
80592488000122,,,,,,,
17829560000156,,,,,,,
01371416000189,,,,,,,
04459311000174,,,,,,,
02558157051824,,,,,,,
11822672000107,,,,,,,
07559568000196,,,,,,,
03069059000981,,,,,,,
02238702000214,,,,,,,
80362627000121,,,,,,,
78943321000117,,,,,,,
09967852003657,,,,,,,
09109567000680,,,,,,,
23721712000103,,,,,,,
00627612000109,,,,,,,
03378149000105,,,,,,,
61695227000193,,,,,,,
43283811001555,,,,,,,
46523239000147,,,,,,,
55055651000170,,,,,,,
13957332000100,,,,,,,
72820822000120,,,,,,,
08648207000189,,,,,,,
08054004000164,,,,,,,
44378453000121,,,,,,,
18510104000101,,,,,,,
03406271000130,,,,,,,
05954659000109,,,,,,,
09621209000147,,,,,,,
58122649000165,,,,,,,
34028316106106,,,,,,,
34028316312423,,,,,,,
11189795000144,,,,,,,
26418749000147,,,,,,,
01543032000104,,,,,,,
27620141000163,,,,,,,
40432544043628,,,,,,,
14186872000109,,,,,,,
04634342000114,,,,,,,
10790386000136,,,,,,,
21605856000160,,,,,,,
00348422000152,,,,,,,
01616929000102,,,,,,,
01612092000123,,,,,,,
12735736000197,,,,,,,
20681810000168,,,,,,,
11506395000115,,,,,,,
04142631000104,,,,,,,
04082643000263,,,,,,,
22095859000164,,,,,,,
07821726000134,,,,,,,
19607718000179,,,,,,,
25055534000146,,,,,,,
01343305000169,,,,,,,
00043554000176,,,,,,,
08420071000155,,,,,,,
09078990000155,,,,,,,
25124074000160,,,,,,,
22132761000130,,,,,,,
07328970000160,,,,,,,
13761165000128,,,,,,,
17625621000163,,,,,,,
10530576000114,,,,,,,
05075987000127,,,,,,,
27393135000110,,,,,,,
02633048000162,,,,,,,
23721017000133,,,,,,,
27717804000162,,,,,,,
25130402000131,,,,,,,
23749134000105,,,,,,,
24284877000110,,,,,,,
09328820000181,,,,,,,
37621299000101,,,,,,,
00597491000280,,,,,,,
00424275000152,,,,,,,
12620543000352,,,,,,,
19468188000125,,,,,,,
01098474000261,,,,,,,
01539425000136,,,,,,,
17780478000184,,,,,,,
03982396000299,,,,,,,
71638209000123,,,,,,,
28742691000118,,,,,,,
06278433000190,,,,,,,
81713836000135,,,,,,,
06193548000181,,,,,,,
08607926000151,,,,,,,
00771951000164,,,,,,,
33050071000158,,,,,,,
46912940749,,,,,,,
05460736000166,,,,,,,
11182825000190,,,,,,,
30019285000173,,,,,,,
14498731000113,,,,,,,
09070975000160,,,,,,,
11277075000130,,,,,,,
58662446000161,,,,,,,
07673415000175,,,,,,,
53163580000102,,,,,,,
23878891000189,,,,,,,
29178001000102,,,,,,,
03601681000131,,,,,,,
10371690000491,,,,,,,
10371690001030,,,,,,,
04366125000190,,,,,,,
07817563000116,,,,,,,
48542377000107,,,,,,,
08577005000193,,,,,,,
45543915029597,,,,,,,
45543915034833,,,,,,,
45543915035481,,,,,,,
00306597005166,,,,,,,
00306597008505,,,,,,,
10702904000112,,,,,,,
31423015000196,,,,,,,
47508411134438,,,,,,,
07818782000110,,,,,,,
14318383000155,,,,,,,
04269584000156,,,,,,,
26464289000193,,,,,,,
05348485000122,,,,,,,
09303303000158,,,,,,,
22217970000186,,,,,,,
03479108000105,,,,,,,
05673184000174,,,,,,,
06012432000107,,,,,,,
36506640000115,,,,,,,
05468098000120,,,,,,,
39207105000151,,,,,,,
28271195000123,,,,,,,
07125799000191,,,,,,,
40233686000185,,,,,,,
02171591000195,,,,,,,
42547620000195,,,,,,,
27034164000196,,,,,,,
20415295003009,,,,,,,
20415295003190,,,,,,,
55662191000149,,,,,,,
03971151000185,,,,,,,
42500298000149,,,,,,,
01226797000102,,,,,,,
05058322000105,,,,,,,
05977968000196,,,,,,,
00854639000134,,,,,,,
11409606000100,,,,,,,
32414740000160,,,,,,,
06012414000117,,,,,,,
06012414000206,,,,,,,
06012414000460,,,,,,,
04430111000199,,,,,,,
42426965000190,,,,,,,
22938885000107,,,,,,,
31458516000108,,,,,,,
02885153000199,,,,,,,
31948896000169,,,,,,,
18333350000135,,,,,,,
35872118000194,,,,,,,
19442550000199,,,,,,,
17677676000540,,,,,,,
12342136000169,,,,,,,
13446697000170,,,,,,,
16864580000103,,,,,,,
19965674000310,,,,,,,
39208509000160,,,,,,,
30710107000194,,,,,,,
01867697000165,,,,,,,
03953506000103,,,,,,,
03156803000128,,,,,,,
37069853000270,,,,,,,
33056292002420,,,,,,,
06098413000218,,,,,,,
11468277000160,,,,,,,
13472749000183,,,,,,,
31130537000442,,,,,,,
02461816000148,,,,,,,
72908353003030,,,,,,,
07658757000116,,,,,,,
19641517000198,,,,,,,
04963148000182,,,,,,,
17732619000193,,,,,,,
08289545000414,,,,,,,
01967896000145,,,,,,,
07169858000123,,,,,,,
14776057000515,,,,,,,
05467695000130,,,,,,,
01219633000158,,,,,,,
05647977000119,,,,,,,
26471425000172,,,,,,,
03461437000200,,,,,,,
72632342000135,,,,,,,
19156367000127,,,,,,,
23406188000178,,,,,,,
37505757000651,,,,,,,
14495706000186,,,,,,,
17314329001797,,,,,,,
09665109000112,,,,,,,
23606053000156,,,,,,,
27832443000103,,,,,,,
39755921000108,,,,,,,
02484060000152,,,,,,,
21553915000366,,,,,,,
20298536000142,,,,,,,
00683748000640,,,,,,,
40316648000196,,,,,,,
03071721000180,,,,,,,
29069036000103,,,,,,,
15575591000100,,,,,,,
42547802000166,,,,,,,
04593506000102,,,,,,,
00604538000105,,,,,,,
00835900000159,,,,,,,
11935131000187,,,,,,,
03467637000180,,,,,,,
14738818000110,,,,,,,
09626478000104,,,,,,,
05202077000591,,,,,,,
19896820000131,,,,,,,
01634909000164,,,,,,,
04101512000286,,,,,,,
71833552001524,,,,,,,
20802458000171,,,,,,,
01079210004509,,,,,,,
64468860715,,,,,,,
19324986000183,,,,,,,
09393361000110,,,,,,,
00505285000112,,,,,,,
14389807000172,,,,,,,
07167236000166,,,,,,,
45543915019796,,,,,,,
26248881000158,,,,,,,
10469072000136,,,,,,,
07567751000133,,,,,,,
16823573000155,,,,,,,
04059113000113,,,,,,,
00351400000141,,,,,,,
05876372000108,,,,,,,
75917096000156,,,,,,,
02853023000174,,,,,,,
04868412000107,,,,,,,
73377855000100,,,,,,,
21956862000162,,,,,,,
08428762000103,,,,,,,
12463059000103,,,,,,,
00306597001098,,,,,,,
00306597006219,,,,,,,
08563944000189,,,,,,,
02567145000102,,,,,,,
01651304000181,,,,,,,
82494030000328,,,,,,,
07719588000187,,,,,,,
79438834000133,,,,,,,
76997386000110,,,,,,,
05549775000134,,,,,,,
00031708000290,,,,,,,
18730989000154,,,,,,,
09286703000100,,,,,,,
76535764032185,,,,,,,
04206050012863,,,,,,,
22359283000103,,,,,,,
08998246000106,,,,,,,
40432544024321,,,,,,,
81582692220,,,,,,,
00108786000165,,,,,,,
08978109000100,,,,,,,
14897109000188,,,,,,,
11086811000173,,,,,,,
00306597007371,,,,,,,
00306597002493,,,,,,,
00306597005832,,,,,,,
11642489000111,,,,,,,
26615877000180,,,,,,,
13696654000143,,,,,,,
07575651002950,,,,,,,
04354908000154,,,,,,,
60579703000148,,,,,,,
03149170000716,,,,,,,
04614277000165,,,,,,,
13504675000110,,,,,,,
04509734000151,,,,,,,
15381583000115,,,,,,,
13561691000225,,,,,,,
15621824000156,,,,,,,
02377962000190,,,,,,,
02988538000181,,,,,,,
14437971000108,,,,,,,
08053568000182,,,,,,,
16885409000172,,,,,,,
19207003000129,,,,,,,
00704922000180,,,,,,,
05689667000167,,,,,,,
09660910000175,,,,,,,
08626788000158,,,,,,,
02818012000404,,,,,,,
13799101000540,,,,,,,
01278020000191,,,,,,,
13713936000101,,,,,,,
07303716000107,,,,,,,
14281331000151,,,,,,,
07865419000155,,,,,,,
15151046001746,,,,,,,
00560882000140,,,,,,,
00187214000208,,,,,,,
00861323000170,,,,,,,
14678155000196,,,,,,,
11170833000117,,,,,,,
15151046000340,,,,,,,
04906594000155,,,,,,,
14308438000146,,,,,,,
13706262000118,,,,,,,
25004398000165,,,,,,,
13793559000168,,,,,,,
00187214000119,,,,,,,
13578265000113,,,,,,,
73413601000108,,,,,,,
73413601000442,,,,,,,
01716090000184,,,,,,,
11322064000397,,,,,,,
15847874000156,,,,,,,
20830763000177,,,,,,,
03241123000102,,,,,,,
07384483000114,,,,,,,
33916073000187,,,,,,,
02558157002459,,,,,,,
33000118000500,,,,,,,
08234843000164,,,,,,,
16871885000134,,,,,,,
16670085001631,,,,,,,
15890809000103,,,,,,,
20413924000127,,,,,,,
